
 11%|███████████████                                                                                                                         | 15/136 [00:01<00:09, 12.68it/s]
loss:  tensor(0.6285, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4738, device='cuda:0', grad_fn=<NllLossBackward0>)

 81%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                         | 110/136 [00:10<00:02, 10.59it/s]
loss:  tensor(0.4749, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4249, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4222, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5715, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4555, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3643, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4682, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3007, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6065, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4057, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3736, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6413, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3440, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5444, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5901, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3619, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6053, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6227, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6364, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7849, device='cuda:0', grad_fn=<NllLossBackward0>)

 97%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████    | 132/136 [00:12<00:00, 10.64it/s]
loss:  tensor(0.4201, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4250, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3974, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4558, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3542, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4637, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3441, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4334, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3350, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3227, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3851, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3347, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5463, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3866, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4515, device='cuda:0', grad_fn=<NllLossBackward0>)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 136/136 [00:13<00:00, 10.34it/s]
 12%|█████████████████                                                                                                                       | 17/136 [00:01<00:11, 10.52it/s]
loss:  tensor(0.3471, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4676, device='cuda:0', grad_fn=<NllLossBackward0>)
Training loss: 0.029055879917638056, accuracy: 0.7659770114942529
loss:  tensor(0.5134, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4568, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3917, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2278, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4839, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3531, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5277, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2083, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4414, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3430, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4014, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3358, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3743, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6026, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7419, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5171, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6332, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6369, device='cuda:0', grad_fn=<NllLossBackward0>)

 26%|████████████████████████████████████                                                                                                    | 36/136 [00:03<00:09, 10.42it/s]
loss:  tensor(0.5828, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4797, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4418, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5024, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3980, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4765, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4531, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4699, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4816, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4555, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5385, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4361, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4513, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4370, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4481, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7460, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7000, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4002, device='cuda:0', grad_fn=<NllLossBackward0>)

 40%|███████████████████████████████████████████████████████                                                                                 | 55/136 [00:05<00:08,  9.91it/s]
loss:  tensor(0.4680, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7867, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6569, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4442, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5481, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4499, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3473, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4983, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5348, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4418, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4054, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3800, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4816, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4722, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4700, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3211, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4640, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5043, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2152, device='cuda:0', grad_fn=<NllLossBackward0>)

 57%|█████████████████████████████████████████████████████████████████████████████                                                           | 77/136 [00:07<00:05, 10.77it/s]
loss:  tensor(0.8532, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6983, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3000, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4853, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3348, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.9356, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4551, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2804, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5128, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3711, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3895, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2931, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3819, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5244, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3746, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4393, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7632, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7897, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8640, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4623, device='cuda:0', grad_fn=<NllLossBackward0>)

 72%|██████████████████████████████████████████████████████████████████████████████████████████████████                                      | 98/136 [00:09<00:03, 10.74it/s]
loss:  tensor(0.4933, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3469, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3788, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6447, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5152, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4077, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5167, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4150, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5886, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4756, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4293, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4830, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3336, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6096, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3586, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4506, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4872, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5506, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3758, device='cuda:0', grad_fn=<NllLossBackward0>)

 87%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                 | 118/136 [00:11<00:01, 10.53it/s]
loss:  tensor(0.3419, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3778, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4535, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3635, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7515, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3483, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3073, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5107, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4428, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3614, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6474, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5650, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4529, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6943, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4867, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4866, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4615, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5120, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3825, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5483, device='cuda:0', grad_fn=<NllLossBackward0>)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 136/136 [00:13<00:00,  9.95it/s]
  1%|█                                                                                                                                        | 1/136 [00:00<00:17,  7.61it/s]
loss:  tensor(0.3603, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3955, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6357, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6252, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4063, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5342, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4597, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6629, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4462, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4238, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5138, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3590, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3339, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7951, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3565, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3217, device='cuda:0', grad_fn=<NllLossBackward0>)
Training loss: 0.029938674384150012, accuracy: 0.7485057471264368
loss:  tensor(0.3785, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2768, device='cuda:0', grad_fn=<NllLossBackward0>)

 17%|███████████████████████                                                                                                                 | 23/136 [00:02<00:10, 10.37it/s]
loss:  tensor(0.5582, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3480, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5719, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7699, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3304, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6509, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4897, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6700, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5662, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5217, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3425, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3810, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3106, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4863, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4384, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4782, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6038, device='cuda:0', grad_fn=<NllLossBackward0>)
